patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
33932b6c-9d37-4fb6-aafb-3e9054ec84ce,Bà Nhật Lê,445433433390,26/07/2002,0845166410,john02@example.net,"851 Bùi Ngõ
JaneHuyện, 243079",Tiểu đường,9.61,Quý cô Hải Dương,27/04/2026
8fddbebc-f7ff-48d4-b509-f08a2c988bca,Quang Xuân Bùi,213958300817,22/11/1957,0317251606,john20@example.net,"0 Jane Làng
Thị xã JohnHuyện, 881549",Huyết áp cao,3.58,Lâm Đặng,26/06/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,196923619249,05/02/1968,0312309069,john31@example.com,"0 Jane Dãy
JohnThị xã, 617033",Tiểu đường,11.86,Thành Hữu Trần,30/05/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Chị Chi Trần,121098533981,01/11/1993,0853297800,vujohn@example.com,"526 John Ngõ
JanePhường, 132498",Tiểu đường,7.91,Hải Xuân Hoàng,10/06/2026
54c29d5c-19ec-4829-8db5-d4412837f418,Chị Hồng Mai,781148182990,15/03/1988,0781700169,jane43@example.org,"050 Trần Khu
JohnThành phố, 126985",Khỏe mạnh,6.8,Chị Dương Vũ,25/06/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,088375806971,23/02/1942,0509983652,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Khỏe mạnh,7.03,Tùng Bảo Hoàng,10/02/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Phương Mai Bảo Hoàng,091918702060,09/11/1999,0570147426,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Tiểu đường,11.95,Hồng Trần,27/06/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Bà Thành Trần,423973433985,05/11/1941,0933209387,umai@example.com,"9 Trần Số
Quận JohnThành phố, 690016",Tim mạch,4.93,Hạnh Mai,08/06/2026
620f230b-439e-454c-a930-16eae0bda1ee,Quý ông Hưng Lê,686573033446,07/08/1955,0351539183,janenguyen@example.com,"3 Jane Khu
JohnHuyện, 957091",Tiểu đường,11.02,Khoa Vũ,01/06/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Thảo Dương,955456531513,31/12/1991,0513268087,jane69@example.net,"678 Nguyễn Hẻm
Huyện JaneQuận, 918430",Huyết áp cao,6.27,Lan Phạm,07/06/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Chi Nguyễn,510392879024,06/07/2002,0363249925,janedang@example.com,"0 Jane Dãy
JohnThị xã, 715388",Tiểu đường,7.95,Quang Xuân Vũ,15/05/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,An Xuân Hoàng,417155810145,03/06/1992,0793679635,johnpham@example.net,"0 Jane Hẻm
Thành phố JohnHuyện, 737894",Huyết áp cao,4.52,Anh Bùi,11/06/2026
4082fcda-7580-44e9-9945-0186da018d29,Quý cô Thảo Mai,008234227981,02/09/1995,0585510393,ghoang@example.org,"9 Vũ Ngõ
JohnHuyện, 389913",Khỏe mạnh,7.92,Anh Đức Vũ,03/02/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Vi Hoàng,679337829587,28/12/1964,0529280070,john07@example.com,"60 Jane Làng
JaneXã, 414777",Huyết áp cao,4.25,Chị Hạnh Trần,26/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Bà Hải Trần,891514283014,20/09/1951,0972270222,janebui@example.com,"17 John Dãy
Thành phố JaneXã, 412848",Tiểu đường,8.89,An Trí Lê,28/06/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Anh Dũng Lê,146793258183,10/05/1992,0358194325,odang@example.org,"743 John Dãy
Quận JanePhường, 550268",Tiểu đường,6.24,Kim Mai Bảo Bùi,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Xuân Đặng,531094757082,29/09/1990,0759032035,johnnguyen@example.net,"5 Lê Ngõ
JaneQuận, 168458",Huyết áp cao,4.81,Thảo Vũ,24/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Hải Trí Đặng,500842430616,19/03/2008,0316141063,wdang@example.org,"332 John Hẻm
Huyện JohnThị xã, 771425",Khỏe mạnh,7.89,Tùng Hoàng,09/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Ngọc Trần,708633532432,01/12/1965,0901915353,jtran@example.com,"046 Jane Hẻm
JohnXã, 853681",Huyết áp cao,6.49,Hạnh Trần,22/05/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Minh Phạm,480669394195,15/08/1961,0336644004,kvu@example.org,"7 Phạm Đường
Thành phố JohnXã, 801520",Huyết áp cao,7.93,Anh Vũ Mai,14/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Quý cô Thảo Vũ,769061148275,21/05/1969,0862269792,lejohn@example.com,"11 John Hẻm
Huyện JaneThị xã, 752011",Khỏe mạnh,10.4,Vũ Đặng,27/05/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Bác Thành Dương,008796128035,20/11/1993,0360374500,johnle@example.net,"697 Lê Số
JohnPhường, 979269",Tiểu đường,4.1,Quý cô Nhật Trần,09/06/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Nam Hải Đặng,545009999943,22/05/1973,0766452168,buijohn@example.com,"890 John Dãy
JohnThành phố, 887931",Huyết áp cao,5.11,Bác Quang Đặng,24/06/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,896520567789,03/01/1969,0375440603,ftran@example.com,"0 Jane Số
Thành phố JohnXã, 749137",Huyết áp cao,3.63,Minh Mai,07/02/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Hưng Hải Dương,110288271564,23/09/1959,0393604528,tdang@example.com,"554 Trần Đường
Thị xã JohnPhường, 878579",Huyết áp cao,7.47,Hà Đức Hoàng,05/02/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Quý cô Ánh Phạm,883492594282,27/10/1987,0528501843,buijohn@example.net,"79 Jane Đường
Thị xã JaneXã, 919023",Tim mạch,6.4,Chị Nhật Lê,19/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Minh Hữu Bùi,310962971581,31/12/2006,0717521018,janebui@example.com,"JohnQuận
8 Mai Tổ, 846454",Khỏe mạnh,7.38,Chị Mai Hoàng,09/05/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Chị Phương Mai,665031538779,07/03/1986,0857485317,john58@example.com,"8 Bùi Đường
Thành phố JaneQuận, 155642",Huyết áp cao,6.05,Mai Vũ,16/05/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Hoàng Nguyễn,067083954904,28/11/1985,0359504303,john80@example.com,"8 Jane Làng
JohnThị xã, 506380",Tim mạch,11.15,Hải Tấn Mai,10/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Anh Quang Hoàng,860989899528,25/05/1975,0324368863,johnvu@example.com,"281 Nguyễn Số
JaneQuận, 268746",Tim mạch,7.26,Nam Đặng,25/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Trọng Thị Hoàng,849552947415,16/01/1997,0834028108,jane98@example.com,"3 John Hẻm
JaneThành phố, 466375",Khỏe mạnh,9.24,Chị Dương Đặng,01/03/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Ông Tú Đặng,879088890755,11/01/1968,0987466023,johndang@example.com,"48 Nguyễn Tổ
JaneThành phố, 410833",Tim mạch,8.48,Bà Vân Trần,20/06/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Dương Trần,133008154801,18/11/1950,0943852039,janetran@example.org,"1 John Dãy
JohnThành phố, 176806",Khỏe mạnh,9.0,Lan Vũ,11/04/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Huy Bùi,695973949005,04/06/1968,0807517990,ubui@example.org,"0 John Ngõ
JohnHuyện, 925115",Khỏe mạnh,4.72,Trọng Trần,20/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,Chi Lê,797785354511,09/06/1974,0537032956,janemai@example.com,"50 John Đường
Thị xã JohnHuyện, 320256",Huyết áp cao,6.34,Trung Bảo Mai,26/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Trung Trần,752055092031,24/09/1948,0815068323,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Khỏe mạnh,10.43,Cô Thảo Hoàng,13/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Trọng Thế Hoàng,608058274012,14/08/1946,0720278259,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Khỏe mạnh,6.11,Khoa Mai Bảo Mai,20/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Hoàng Mai,288796702676,31/10/1949,0578478647,tranjohn@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Huyết áp cao,11.91,Hoàng Dương,01/04/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Dương Phạm,245726659647,25/05/1997,0572929830,johnduong@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Khỏe mạnh,8.72,Quang Thị Phạm,04/04/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Ông Hưng Đặng,091615164535,11/01/1943,0786068970,jane98@example.net,"91 Bùi Làng
JaneHuyện, 610511",Huyết áp cao,5.3,Ông Minh Lê,21/03/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Trung Lê,452464654546,19/02/1949,0876788092,john36@example.com,"7 Phạm Hẻm
JohnQuận, 145240",Khỏe mạnh,8.86,Chị Bảo Mai,08/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Phúc Mai,365790791113,12/06/2005,0997363481,vujohn@example.org,"23 Hoàng Hẻm
Huyện JohnPhường, 818894",Tiểu đường,10.8,Bảo Quang Phạm,10/03/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Bảo Đức Lê,093310293895,26/03/1970,0588357577,maijohn@example.org,"8 Jane Số
JohnPhường, 655552",Huyết áp cao,10.51,Lâm Mai Bảo Bùi,05/03/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Kim Lê,258220577381,27/01/1954,0526167871,johnvu@example.net,"30 John Đường
JohnPhường, 943356",Huyết áp cao,5.4,Huy Phú Trần,28/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Khoa Phú Hoàng,196920481015,11/08/1955,0550849175,apham@example.net,"588 Vũ Khu
JanePhường, 244775",Tim mạch,5.01,Nhật Phạm,22/03/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Quý cô Vi Đặng,763495157135,15/12/1993,0334712418,lejane@example.net,"796 John Khu
Huyện JohnXã, 139589",Tiểu đường,4.02,Kim Thế Hoàng,11/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý ông Nam Phạm,406543650027,02/08/1997,0732989803,john09@example.net,"2 Jane Làng
Quận JohnHuyện, 917546",Huyết áp cao,5.45,Thành Hữu Bùi,16/04/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Hà Mai,255020376087,05/04/1956,0398268038,jane43@example.net,"JaneXã
26 John Khu, 456480",Tim mạch,10.97,Phương Vũ,07/06/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Quý ông Nhiên Dương,451029191139,14/09/1991,0736543279,jane79@example.org,"633 Bùi Tổ
Huyện JohnHuyện, 197527",Khỏe mạnh,9.97,Hải Tấn Trần,10/04/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Bà Lan Phạm,542302041825,03/12/1971,0858972885,johnpham@example.com,"952 John Ngõ
JohnXã, 144316",Tim mạch,6.19,Bác Trọng Đặng,30/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Châu Lê,972525637753,10/05/2007,0344544277,jane39@example.org,"80 Bùi Hẻm
JohnPhường, 643377",Khỏe mạnh,11.17,Bác Nam Nguyễn,02/05/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Trọng Đức Lê,183948498928,16/07/1975,0834174468,janeduong@example.net,"63 Đặng Tổ
JaneThị xã, 288627",Khỏe mạnh,9.75,Chị Hà Vũ,25/05/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Chị Vi Lê,034554389610,08/01/1970,0826237780,lejane@example.com,"44 Jane Ngõ
Thành phố JohnHuyện, 599687",Khỏe mạnh,11.49,Nhật Đặng,16/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Quang Nguyễn,843155955420,21/07/1965,0727470171,john99@example.net,"55 Dương Ngõ
JaneThị xã, 762398",Tiểu đường,6.86,Chị Hải Đặng,17/03/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Hà Lê,231154380556,30/07/1960,0568199689,jane44@example.net,"59 Bùi Hẻm
Thành phố JohnPhường, 346024",Tim mạch,9.58,Vũ Phạm,31/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Ông Nam Bùi,288189633589,29/09/1973,0972901746,tranjane@example.net,"33 Dương Hẻm
Quận JohnThành phố, 795781",Huyết áp cao,9.82,Dũng Mai Bảo Dương,25/06/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Anh Tùng Lê,505288134548,16/08/1978,0883416749,bhoang@example.net,"78 John Dãy
JaneThị xã, 372427",Huyết áp cao,10.41,Bà An Nguyễn,05/04/2026
5808d790-22e4-4628-9913-057dc21f84fc,Châu Mai,318166905341,06/02/1936,0369193410,tduong@example.org,"3 Jane Làng
JaneThị xã, 362035",Khỏe mạnh,6.61,Quý cô Kim Phạm,17/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Khoa Mai,200387663422,16/07/1994,0552930290,epham@example.org,"7 Vũ Dãy
Huyện JohnQuận, 152042",Khỏe mạnh,9.16,Lan Trần,20/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Mai Trần,408364424435,29/06/1946,0979936233,vpham@example.com,"70 Trần Hẻm
Huyện JaneThành phố, 669578",Tim mạch,5.57,Anh Trung Vũ,28/05/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Quý cô Vi Dương,377752548461,15/07/1953,0773500067,phamjane@example.net,"64 Lê Đường
Huyện JanePhường, 413328",Khỏe mạnh,5.71,Bà Xuân Nguyễn,05/06/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Thành Văn Lê,691055643937,26/06/1993,0704108620,buijohn@example.org,"JohnHuyện
271 Nguyễn Đường, 472787",Tiểu đường,6.58,Cô Bảo Dương,11/02/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Bảo Hoàng Nguyễn,030138943525,23/10/1985,0970274431,john40@example.com,"7 John Tổ
JaneHuyện, 971733",Huyết áp cao,5.76,Cô Phương Lê,22/03/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Ông Minh Bùi,369242288142,19/01/1989,0305646806,hoangjane@example.net,"8 Phạm Dãy
Huyện JaneThị xã, 772036",Tim mạch,7.35,Tú Đức Mai,29/04/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Cô Lâm Trần,149052044308,04/12/1970,0598714444,nguyenjane@example.net,"539 John Làng
JohnThị xã, 939930",Tiểu đường,8.08,Linh Mai,14/05/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Ánh Hoàng,381293017824,24/11/1954,0983150916,tranjane@example.org,"386 John Làng
Thị xã JohnPhường, 704570",Tiểu đường,8.23,Bảo Bảo Trần,31/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Phúc Mai Đặng,207737192298,17/05/2001,0826920585,jane66@example.net,"8 Jane Khu
JaneThị xã, 516379",Huyết áp cao,8.21,Yến Nguyễn,26/06/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nam Vũ,374222839424,10/05/2007,0705046418,janenguyen@example.net,"075 John Khu
JohnQuận, 368691",Huyết áp cao,7.69,Vũ Hoàng,13/03/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Châu Xuân Dương,461956064003,09/10/1995,0975467682,hoangjane@example.org,"055 Bùi Ngõ
Thành phố JaneThành phố, 419588",Tiểu đường,6.03,Linh Mai,12/04/2026
388629ff-b2a0-4778-809d-644453ab3cce,Cô Hải Bùi,922300601642,19/05/2006,0745909719,phamjane@example.com,"517 Jane Khu
Thị xã JanePhường, 236708",Huyết áp cao,5.85,Quý cô Phương Phạm,29/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Chị Hương Vũ,231773096876,13/03/1992,0976926978,john16@example.com,"59 Jane Hẻm
JaneXã, 252901",Tiểu đường,3.51,Ông Quang Phạm,04/05/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Hà Nguyễn,779357862898,27/03/1953,0919048586,janenguyen@example.com,"77 Jane Làng
Quận JaneXã, 606489",Tim mạch,9.75,Cô Kim Hoàng,13/06/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Thảo Phạm,175035143756,07/02/1993,0594810311,john70@example.org,"5 John Khu
JohnThị xã, 633243",Tim mạch,4.83,Thành Dương,06/06/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Ông Hưng Phạm,461746411713,27/10/2002,0813902923,jane76@example.net,"5 Vũ Làng
JohnPhường, 370196",Tim mạch,3.81,An Đức Phạm,28/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Nhật Bùi,453360924646,04/07/1973,0310501911,janepham@example.net,"5 Mai Hẻm
Quận JohnQuận, 424008",Huyết áp cao,4.72,Quý cô Bảo Hoàng,15/06/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Bảo Đặng,245720326302,12/10/1996,0508569589,johndang@example.com,"42 John Hẻm
Thành phố JaneXã, 694587",Tiểu đường,11.63,Chị Mai Nguyễn,06/03/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Bác Phúc Bùi,061310153912,15/05/1971,0304903344,johnpham@example.org,"63 John Ngõ
Thị xã JanePhường, 440677",Tiểu đường,8.19,Anh Huy Bùi,20/05/2026
61603399-d307-4198-bc3e-b4029ba14c35,Thành Thị Mai,507861024239,22/06/1943,0511488200,pnguyen@example.net,"6 John Khu
JaneHuyện, 911259",Tim mạch,7.32,Bảo Lê,18/03/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Quý cô Hải Dương,331940166982,04/02/1942,0517365308,lejohn@example.com,"279 Jane Ngõ
JanePhường, 780081",Tiểu đường,8.96,Cô Hà Trần,08/05/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Nhật Xuân Bùi,230846711794,02/09/1975,0780541802,lejane@example.net,"220 Vũ Khu
JanePhường, 289473",Huyết áp cao,9.1,Bảo Phạm,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Quý ông Tùng Nguyễn,567705086106,17/11/1979,0794960446,npham@example.net,"71 John Khu
Thành phố JohnQuận, 157738",Tiểu đường,4.05,Hưng Trí Nguyễn,01/05/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,An Trần,737506478071,06/12/1965,0786327766,johnvu@example.net,"95 John Khu
JaneThị xã, 960109",Khỏe mạnh,8.84,Kim Mai,12/01/2026
